replication,T,method,lower,upper,covers,length
415,10000,RS,-0.47887976722089232,-0.37612832229827364,1,0.10275144492261867
416,500,PI,-0.79136355759033672,-0.23654643571270551,1,0.55481712187763121
416,500,Boot,-0.71386169779368647,-0.22916009574468243,1,0.48470160204900403
416,500,RS,-0.54168309095075795,-0.48622690235228427,0,0.055456188598473677
416,1000,PI,-0.71133108640394016,-0.38985315172657797,1,0.32147793467736219
416,1000,Boot,-0.69433444823539658,-0.36502658500420615,1,0.32930786323119043
416,1000,RS,-0.60031302078639781,-0.50087121734412032,0,0.099441803442277488
416,2000,PI,-0.64315971879209788,-0.42485666487592777,1,0.21830305391617011
416,2000,Boot,-0.6311660686514583,-0.40750678716561428,1,0.22365928148584402
416,2000,RS,-0.58666471514760088,-0.48135166852042477,0,0.10531304662717611
416,5000,PI,-0.55741877141909146,-0.4310021078127807,1,0.12641666360631076
416,5000,Boot,-0.55666868282586779,-0.42024006420974591,1,0.13642861861612188
416,5000,RS,-0.58115915174652466,-0.40726172748534756,1,0.1738974242611771
416,10000,PI,-0.4939257356285065,-0.40831661575935829,1,0.085609119869148209
416,10000,Boot,-0.49400612151018553,-0.40751591507972518,1,0.086490206430460348
416,10000,RS,-0.56503889453556844,-0.33720345685229636,1,0.22783543768327208
417,500,PI,-0.6271550724195728,-0.16453337572880333,1,0.46262169669076947
417,500,Boot,-0.59242629472513264,-0.17677705478605144,1,0.41564923993908121
417,500,RS,-0.61994922968479949,-0.17173921846357659,1,0.44821001122122289
417,1000,PI,-0.46533598982436497,-0.17962805311396512,1,0.28570793671039985
417,1000,Boot,-0.44282747793152744,-0.15852078446562376,0,0.28430669346590365
417,1000,RS,-0.49000924780334165,-0.15495479513498844,1,0.33505445266835321
417,2000,PI,-0.51615701578684692,-0.32108048772151243,1,0.19507652806533449
417,2000,Boot,-0.50669394619375696,-0.32215816167705308,1,0.18453578451670388
417,2000,RS,-0.57463799635186752,-0.26259950715649188,1,0.31203848919537563
417,5000,PI,-0.5208739907719534,-0.40098703946358394,1,0.11988695130836946
417,5000,Boot,-0.5187249755228831,-0.39763843545817379,1,0.12108654006470931
417,5000,RS,-0.54411051276238809,-0.37775051747314925,1,0.16635999528923884
417,10000,PI,-0.52039762315619664,-0.43537906853870939,1,0.085018554617487252
417,10000,Boot,-0.51972542299931079,-0.43395193654082931,1,0.085773486458481485
417,10000,RS,-0.5322128195396818,-0.42356387215522417,1,0.10864894738445763
418,500,PI,-0.65786634225346297,-0.20572783308559842,1,0.45213850916786458
418,500,Boot,-0.60967326983553172,-0.23266217207398335,1,0.3770110977615484
418,500,RS,-0.68414994418078745,-0.17944423115827385,1,0.50470571302251366
418,1000,PI,-0.74332950067720338,-0.43524664950905545,1,0.30808285116814793
418,1000,Boot,-0.72665957668631875,-0.43853294457660275,1,0.28812663210971601
418,1000,RS,-0.86421309008052838,-0.31436306010573045,1,0.54985002997479793
418,2000,PI,-0.61805827918254652,-0.42541068965206918,1,0.19264758953047734
418,2000,Boot,-0.61220438930183807,-0.43519133283530975,1,0.17701305646652832
418,2000,RS,-0.62402363891316326,-0.41944532992145239,1,0.20457830899171087
418,5000,PI,-0.52194311295174789,-0.40082108733365746,1,0.12112202561809043
418,5000,Boot,-0.52447750204758115,-0.40626380305122384,1,0.11821369899635731
418,5000,RS,-0.54114692987839552,-0.38161727040700988,1,0.15952965947138564
418,10000,PI,-0.52096406750452451,-0.43654472505408193,1,0.08441934245044258
418,10000,Boot,-0.52396227846966714,-0.43823261779465561,1,0.085729660675011532
418,10000,RS,-0.52194516305488159,-0.43556362950372485,1,0.086381533551156742
419,500,PI,-0.52416504788979057,-0.088869324742725159,1,0.43529572314706544
419,500,Boot,-0.50431531543270047,-0.090494131574546999,1,0.41382118385815347
419,500,RS,-0.54125650944253545,-0.071777863189980223,1,0.4694786462525552
419,1000,PI,-0.49147696969058019,-0.21726183704446578,1,0.27421513264611441
419,1000,Boot,-0.48380544423138921,-0.19743661562382006,1,0.28636882860756918
419,1000,RS,-0.47444464079939508,-0.23429416593565089,1,0.24015047486374419
419,2000,PI,-0.48464076728170058,-0.29535607596759961,1,0.18928469131410097
419,2000,Boot,-0.47674523008184422,-0.28743236604245209,1,0.18931286403939213
419,2000,RS,-0.47355323183558379,-0.3064436114137164,1,0.16710962042186739
419,5000,PI,-0.4790077903013451,-0.36143543693784863,1,0.11757235336349647
419,5000,Boot,-0.48350840400471395,-0.35034163341920987,1,0.13316677058550408
419,5000,RS,-0.46226271545314102,-0.37818051178605272,1,0.084082203667088296
419,10000,PI,-0.49813631835141203,-0.41454496214881431,1,0.083591356202597722
419,10000,Boot,-0.49526445258504037,-0.4134279523224928,1,0.081836500262547573
419,10000,RS,-0.52802431862810162,-0.38465696187212467,1,0.14336735675597695
420,500,PI,-0.6446853125712263,-0.15245974556344821,1,0.49222556700777809
420,500,Boot,-0.62863872551567401,-0.17098408426387529,1,0.45765464125179872
420,500,RS,-0.621170647206292,-0.17597441092838248,1,0.4451962362779095
420,1000,PI,-0.6149646671450838,-0.31583511184412105,1,0.29912955530096275
420,1000,Boot,-0.6228954934044848,-0.32687829285713133,1,0.29601720054735348
420,1000,RS,-0.57289422587732219,-0.35790555311188266,1,0.21498867276543954
420,2000,PI,-0.56284039338044567,-0.36030224887891915,1,0.20253814450152652
420,2000,Boot,-0.54983407267339268,-0.34540789231885211,1,0.20442618035454058
420,2000,RS,-0.51162808921552361,-0.41151455304384121,1,0.10011353617168239
420,5000,PI,-0.51370460108689109,-0.39360089957551847,1,0.12010370151137262
420,5000,Boot,-0.50534421302016963,-0.39062862828621059,1,0.11471558473395904
420,5000,RS,-0.47948482069730997,-0.42782067996509959,1,0.051664140732210373
420,10000,PI,-0.48147977041101669,-0.39753758532568612,1,0.083942185085330578
420,10000,Boot,-0.48037095060109425,-0.39496845205309161,1,0.085402498548002637
420,10000,RS,-0.46351253319994806,-0.41550482253675475,1,0.048007710663193315
421,500,PI,-0.60895067615421783,-0.11088835127050661,1,0.49806232488371122
421,500,Boot,-0.56394785580125284,-0.12549882106309609,1,0.43844903473815677
421,500,RS,-0.44114141213668689,-0.27869761528803749,0,0.1624437968486494
421,1000,PI,-0.54731044672041596,-0.26182182774448404,1,0.28548861897593192
421,1000,Boot,-0.51709163996630658,-0.26964825134538428,1,0.2474433886209223
421,1000,RS,-0.47885213697755435,-0.33028013748734564,1,0.14857199949020872
421,2000,PI,-0.53406350746668951,-0.33761505637120787,1,0.19644845109548165
421,2000,Boot,-0.525010463052628,-0.34009134708279048,1,0.18491911596983751
421,2000,RS,-0.57929303140290611,-0.29238553243499127,1,0.28690749896791484
421,5000,PI,-0.53463936148156022,-0.41373690581420275,1,0.12090245566735747
421,5000,Boot,-0.53001123698102659,-0.41842853886208009,1,0.1115826981189465
421,5000,RS,-0.55129436605835025,-0.39708190123741272,1,0.15421246482093753
421,10000,PI,-0.53285586517694261,-0.44688124630992598,1,0.085974618867016628
421,10000,Boot,-0.5298204891935544,-0.44822429495469529,0,0.08159619423885911
421,10000,RS,-0.54927110309712179,-0.43046600838974675,1,0.11880509470737505
422,500,PI,-0.59388751763454262,-0.060690624989937658,1,0.5331968926446049
422,500,Boot,-0.5806735773145959,-0.096177475297797105,1,0.48449610201679882
422,500,RS,-0.51449120876729837,-0.14008693385718179,1,0.37440427491011657
422,1000,PI,-0.52729069588638622,-0.23023976518366254,1,0.2970509307027237
422,1000,Boot,-0.51798051358507446,-0.24355574045818831,1,0.27442477312688618
422,1000,RS,-0.4662187875237051,-0.29131167354634363,1,0.17490711397736147
422,2000,PI,-0.44677902324490282,-0.24960225211761755,0,0.19717677112728527
422,2000,Boot,-0.43470686702097161,-0.25585641988214991,0,0.1788504471388217
422,2000,RS,-0.40982473164944389,-0.28655654371307648,0,0.1232681879363674
422,5000,PI,-0.49300982158041579,-0.37153537620823868,1,0.12147444537217711
422,5000,Boot,-0.49262927741357748,-0.38210966582183653,1,0.11051961159174095
422,5000,RS,-0.59148457936092402,-0.27306061842773049,1,0.31842396093319353
422,10000,PI,-0.48672649640856963,-0.4018125098136362,1,0.084913986594933433
422,10000,Boot,-0.48488414070396185,-0.4064806632162436,1,0.078403477487718254
422,10000,RS,-0.51582094568023928,-0.37271806054196654,1,0.14310288513827274
423,500,PI,-0.74218957599013669,-0.27702782419527466,1,0.46516175179486202
423,500,Boot,-0.67489103984917287,-0.29375894964594645,1,0.38113209020322641
423,500,RS,-0.61688687490855609,-0.4023305252768552,1,0.21455634963170089
423,1000,PI,-0.5831178923133149,-0.28656543853981387,1,0.29655245377350103
423,1000,Boot,-0.54119236800977799,-0.26854664375870752,1,0.27264572425107048
423,1000,RS,-0.58185894403796912,-0.28782438681515965,1,0.29403455722280947
423,2000,PI,-0.5213362862310148,-0.32148119888374221,1,0.19985508734727259
423,2000,Boot,-0.51567463844109218,-0.31457342705658492,1,0.20110121138450726
423,2000,RS,-0.48386065920204857,-0.35895682591270839,1,0.12490383328934018
423,5000,PI,-0.53172443160754146,-0.40838090313546704,1,0.12334352847207442
423,5000,Boot,-0.53048209225963949,-0.4124547688323762,1,0.1180273234272633
423,5000,RS,-0.57010567396368006,-0.36999966077932844,1,0.20010601318435162
423,10000,PI,-0.50668731328676775,-0.42187464054151264,1,0.084812672745255113
423,10000,Boot,-0.50425129561642168,-0.41742978101625366,1,0.086821514600168015
423,10000,RS,-0.49833594037459022,-0.4302260134536901,1,0.068109926920900121
424,500,PI,-0.49188897403003323,-0.046488069104154095,1,0.44540090492587914
424,500,Boot,-0.44099187478053137,-0.034806577889512635,0,0.40618529689101873
424,500,RS,-0.43305560532562593,-0.10532143780856137,0,0.32773416751706452
424,1000,PI,-0.56130297848197486,-0.27174350667051672,1,0.28955947181145814
424,1000,Boot,-0.54495909791996355,-0.22901823599938007,1,0.31594086192058346
424,1000,RS,-0.71795655028926875,-0.11508993486322283,1,0.60286661542604592
424,2000,PI,-0.54596376936625668,-0.35238195108666925,1,0.19358181827958743
424,2000,Boot,-0.54302771407149475,-0.33823327310872964,1,0.20479444096276511
424,2000,RS,-0.57370014893377941,-0.32464557151914647,1,0.24905457741463294
424,5000,PI,-0.50761357998016332,-0.38635341728176692,1,0.1212601626983964
424,5000,Boot,-0.50614623470569375,-0.36668120719227432,1,0.13946502751341944
424,5000,RS,-0.49486664839643763,-0.39910034886549267,1,0.095766299530944954
424,10000,PI,-0.46622252364031047,-0.3833307524569588,1,0.08289177118335167
424,10000,Boot,-0.46192615114047431,-0.37668028337463388,1,0.085245867765840422
424,10000,RS,-0.48621059656580051,-0.36334267953146876,1,0.12286791703433175
425,500,PI,-0.77261745525559533,-0.3322091640370719,1,0.44040829121852343
425,500,Boot,-0.75456540087261259,-0.32479789172920265,1,0.42976750914340994
425,500,RS,-0.85203565275138349,-0.2527909665412838,1,0.59924468621009974
425,1000,PI,-0.58678259615016592,-0.29702344275723658,1,0.28975915339292935
425,1000,Boot,-0.57827780826908226,-0.27482119225292634,1,0.30345661601615592
425,1000,RS,-0.59312193731393203,-0.29068410159347041,1,0.30243783572046162
425,2000,PI,-0.56747721725687017,-0.37135221144364983,1,0.19612500581322034
425,2000,Boot,-0.56224677929139477,-0.35815417876069205,1,0.20409260053070272
425,2000,RS,-0.59352976874619201,-0.34529965995432799,1,0.24823010879186402
425,5000,PI,-0.47324628125943713,-0.3536739091559592,1,0.11957237210347793
425,5000,Boot,-0.48007807107114669,-0.34860696641345518,1,0.13147110465769152
425,5000,RS,-0.50285115292896687,-0.3240690374864294,1,0.17878211544253747
425,10000,PI,-0.48769865728567291,-0.4032290320136705,1,0.084469625272002413
425,10000,Boot,-0.48526022919194928,-0.39715737028181164,1,0.088102858910137638
425,10000,RS,-0.5041467570244087,-0.38678093227493471,1,0.11736582474947399
426,500,PI,-0.50405866090523366,-0.029158308449647841,1,0.47490035245558582
426,500,Boot,-0.45221375942594066,-0.045505745899807992,1,0.40670801352613267
426,500,RS,-0.35985675360327574,-0.17336021575160576,0,0.18649653785166997
426,1000,PI,-0.48478907542996347,-0.17052280303469286,1,0.31426627239527061
426,1000,Boot,-0.46159108391290915,-0.18188415322030105,1,0.2797069306926081
426,1000,RS,-0.41824287673407673,-0.2370690017305796,0,0.18117387500349713
426,2000,PI,-0.49518157737480684,-0.28796566261460266,1,0.20721591476020418
426,2000,Boot,-0.51220884141620304,-0.28919101162295685,1,0.22301782979324619
426,2000,RS,-0.51821069313067425,-0.26493654685873524,1,0.253274146271939
426,5000,PI,-0.4951148415802748,-0.37368348784675648,1,0.12143135373351832
426,5000,Boot,-0.50853872149994661,-0.37165210685346783,1,0.13688661464647878
426,5000,RS,-0.52235263244236863,-0.3464456969846626,1,0.17590693545770603
426,10000,PI,-0.4990724547847285,-0.41413439644613759,1,0.084938058338590916
426,10000,Boot,-0.49817554016815996,-0.41329470711786326,1,0.0848808330502967
426,10000,RS,-0.51511297261757583,-0.39809387861329032,1,0.11701909400428551
427,500,PI,-0.64523242975593964,-0.20026729990004541,1,0.4449651298558942
427,500,Boot,-0.59020031674005413,-0.19713664277844806,1,0.39306367396160607
427,500,RS,-0.4871602589508422,-0.35833947070514288,1,0.12882078824569931
427,1000,PI,-0.57401565320019599,-0.28204136626137233,1,0.29197428693882366
427,1000,Boot,-0.56600781485212748,-0.27858199344000822,1,0.28742582141211925
427,1000,RS,-0.51841989522544107,-0.33763712423612718,1,0.18078277098931389
427,2000,PI,-0.58231869221386379,-0.3827521006568223,1,0.19956659155704148
427,2000,Boot,-0.57425502522815242,-0.37811920504515328,1,0.19613582018299913
427,2000,RS,-0.57817318414455221,-0.38689760872613393,1,0.19127557541841828
427,5000,PI,-0.55749982104601903,-0.43448289573913224,1,0.12301692530688679
427,5000,Boot,-0.56220732198678147,-0.43339893417235209,1,0.12880838781442938
427,5000,RS,-0.52876758197781981,-0.46321513480733151,0,0.065552447170488304
427,10000,PI,-0.51147221110307972,-0.42625922173403236,1,0.085212989369047365
427,10000,Boot,-0.50608989724174813,-0.42365315103668355,1,0.082436746205064582
427,10000,RS,-0.53708224030610718,-0.40064919253100484,1,0.13643304777510235
428,500,PI,-0.81693825842991197,-0.34979401869389604,1,0.46714423973601593
428,500,Boot,-0.76869638041243382,-0.40497498381585528,1,0.36372139659657854
428,500,RS,-0.68919409577656698,-0.47753818134724102,0,0.21165591442932596
428,1000,PI,-0.60173484753619266,-0.32861377558738381,1,0.27312107194880886
428,1000,Boot,-0.60288552106456583,-0.30962817605373316,1,0.29325734501083267
428,1000,RS,-0.62740224372281661,-0.30294637940075986,1,0.32445586432205675
428,2000,PI,-0.50787737987595394,-0.32208143219705798,1,0.18579594767889596
428,2000,Boot,-0.50473140045543774,-0.3222736566002018,1,0.18245774385523594
428,2000,RS,-0.5157624909880042,-0.31419632108500772,1,0.20156616990299647
428,5000,PI,-0.4878197476553463,-0.37043961398480929,1,0.11738013367053701
428,5000,Boot,-0.48475205774286939,-0.3713856311643739,1,0.11336642657849549
428,5000,RS,-0.4819138701671879,-0.3763454914729677,1,0.1055683786942202
428,10000,PI,-0.46675314559148229,-0.38397032166254963,1,0.082782823928932658
428,10000,Boot,-0.46459736996135448,-0.38127520839184081,1,0.083322161569513664
428,10000,RS,-0.44322594142342758,-0.40749752583060433,0,0.035728415592823248
429,500,PI,-0.57205963101677759,-0.13142791143605762,1,0.44063171958072
429,500,Boot,-0.58246616819848973,-0.14040875465380703,1,0.4420574135446827
429,500,RS,-0.4519617116121738,-0.25152583084066138,1,0.20043588077151242
429,1000,PI,-0.51303472680461637,-0.24139613768422366,1,0.27163858912039274
429,1000,Boot,-0.49420057257153577,-0.22679940846281718,1,0.26740116410871861
429,1000,RS,-0.50600789761008869,-0.24842296687875132,1,0.25758493073133737
429,2000,PI,-0.54547847494455759,-0.35402914702595289,1,0.19144932791860469
429,2000,Boot,-0.54024297042416003,-0.36120855894544546,1,0.17903441147871457
429,2000,RS,-0.59241359014161654,-0.30709403182889389,1,0.28531955831272265
429,5000,PI,-0.55227716751144829,-0.43050407460834073,1,0.12177309290310756
429,5000,Boot,-0.53872237302296389,-0.4273690415096989,1,0.11135333151326499
429,5000,RS,-0.56091692279269556,-0.42186431932709345,1,0.13905260346560211
429,10000,PI,-0.511575320226345,-0.42676373757729757,1,0.084811582649047423
429,10000,Boot,-0.50610140929067637,-0.42149508169982286,1,0.084606327590853514
429,10000,RS,-0.52461266051166167,-0.41372639729198091,1,0.11088626321968076
430,500,PI,-0.60774559705482012,-0.17219810098820409,1,0.43554749606661602
430,500,Boot,-0.559272627461882,-0.22868367711379534,1,0.33058895034808666
430,500,RS,-0.4270255721927767,-0.35291812585024751,0,0.074107446342529193
430,1000,PI,-0.56925022750335119,-0.28638820052493041,1,0.28286202697842078
430,1000,Boot,-0.57245493328036479,-0.2957043648861748,1,0.27675056839418999
430,1000,RS,-0.4963367930686256,-0.359301634959656,1,0.1370351581089696
430,2000,PI,-0.56111204829549499,-0.36743061841138619,1,0.1936814298841088
430,2000,Boot,-0.56674014860419042,-0.37216742825454452,1,0.1945727203496459
430,2000,RS,-0.585897680398481,-0.34264498630840007,1,0.24325269409008093
430,5000,PI,-0.53296816051063489,-0.41260889737611378,1,0.12035926313452111
430,5000,Boot,-0.52908928231666918,-0.41357027181685707,1,0.11551901049981211
430,5000,RS,-0.54103360247092747,-0.40454345541582115,1,0.13649014705510631
430,10000,PI,-0.51021243538333372,-0.42501843917802407,1,0.085193996205309652
430,10000,Boot,-0.50923823882485875,-0.42200016843010352,1,0.087238070394755229
430,10000,RS,-0.51656038012371019,-0.41867049443764759,1,0.097889885686062605
431,500,PI,-0.69014648389198907,-0.15726176513302087,1,0.53288471875896826
431,500,Boot,-0.63211082104657768,-0.21407242766479057,1,0.41803839338178711
431,500,RS,-0.77359803423363127,-0.073810214791378725,1,0.69978781944225255
431,1000,PI,-0.47924192138393801,-0.1795956455785615,1,0.29964627580537651
431,1000,Boot,-0.45546214534249518,-0.18098446795537956,1,0.27447767738711559
431,1000,RS,-0.50560508677910643,-0.15323248018339308,1,0.35237260659571334
431,2000,PI,-0.55640457597841708,-0.3576262859046439,1,0.19877829007377318
431,2000,Boot,-0.54317553397733465,-0.35902024105700331,1,0.18415529292033134
431,2000,RS,-0.66673265292617367,-0.24729820895688723,1,0.41943444396928642
431,5000,PI,-0.52528065490697806,-0.40634919656069041,1,0.11893145834628766
431,5000,Boot,-0.51470067654104845,-0.3978908425630836,1,0.11680983397796485
431,5000,RS,-0.54590086080575217,-0.38572899066191635,1,0.16017187014383583
431,10000,PI,-0.49887090865487455,-0.41548024900683705,1,0.083390659648037491
431,10000,Boot,-0.49214547843458939,-0.4126117348038687,1,0.079533743630720688
431,10000,RS,-0.49266209697428853,-0.42168906068742307,1,0.070973036286865465
432,500,PI,-0.74838560689062272,-0.27269787184727207,1,0.47568773504335066
432,500,Boot,-0.74017833711099101,-0.27453984701128814,1,0.46563849009970287
432,500,RS,-0.57167814886605184,-0.44940532987184306,0,0.12227281899420878
432,1000,PI,-0.64892445200645399,-0.35873839112583161,1,0.29018606088062238
432,1000,Boot,-0.62955639914983741,-0.35392567911288486,1,0.27563072003695255
432,1000,RS,-0.60684085797261955,-0.40082198515966605,1,0.2060188728129535
432,2000,PI,-0.52453401433171598,-0.33033440006712034,1,0.19419961426459564
432,2000,Boot,-0.51510502637777078,-0.33570488037718077,1,0.17940014600059001
432,2000,RS,-0.56219923323773924,-0.29266918116109708,1,0.26953005207664216
432,5000,PI,-0.49352265185344713,-0.37636024678651392,1,0.11716240506693321
432,5000,Boot,-0.48983816102194694,-0.38134568723268636,1,0.10849247378926058
432,5000,RS,-0.47258158063691397,-0.39730131800304708,1,0.07528026263386689
432,10000,PI,-0.47667380487548588,-0.39328242022175258,1,0.083391384653733303
432,10000,Boot,-0.47474619669146145,-0.39131383779313583,1,0.08343235889832562
432,10000,RS,-0.45745052089811833,-0.41250570419912014,1,0.044944816698998191
433,500,PI,-0.72793255835953319,-0.25920219633802855,1,0.46873036202150464
433,500,Boot,-0.72690370486511635,-0.27047703370257992,1,0.45642667116253643
433,500,RS,-0.56061593728644976,-0.42651881741111197,1,0.13409711987533779
433,1000,PI,-0.63073012818875718,-0.35121035731419181,1,0.27951977087456537
433,1000,Boot,-0.64291585045090294,-0.3050695474828875,1,0.33784630296801543
433,1000,RS,-0.55933969021357077,-0.42260079528937816,1,0.13673889492419261
433,2000,PI,-0.56248868608219271,-0.37320193434859528,1,0.18928675173359744
433,2000,Boot,-0.56153477634310267,-0.35005171164281512,1,0.21148306470028755
433,2000,RS,-0.53132864583448758,-0.40436197459630041,1,0.12696667123818717
433,5000,PI,-0.48343381108734845,-0.36507543657687486,1,0.1183583745104736
433,5000,Boot,-0.47572966278550399,-0.36828217683669756,1,0.10744748594880643
433,5000,RS,-0.50657057803511629,-0.34193866962910702,1,0.16463190840600928
433,10000,PI,-0.50190194426716095,-0.41839305292717527,1,0.08350889133998568
433,10000,Boot,-0.49923446752874301,-0.41323103954517032,1,0.086003427983572689
433,10000,RS,-0.52541079768306687,-0.39488419951126935,1,0.13052659817179751
434,500,PI,-0.65484462364701668,-0.16960024520103748,1,0.48524437844597923
434,500,Boot,-0.61263828992181479,-0.16014359033539061,1,0.45249469958642419
434,500,RS,-0.45177386790130447,-0.37267100094674965,1,0.079102866954554818
434,1000,PI,-0.74428105804411882,-0.43375787692998857,1,0.31052318111413024
434,1000,Boot,-0.70660217429386918,-0.42109162755811258,1,0.2855105467357566
434,1000,RS,-0.88591601833304967,-0.29212291664105777,1,0.59379310169199195
434,2000,PI,-0.6612971206578081,-0.45632719810667222,0,0.20496992255113589
434,2000,Boot,-0.64131758083715407,-0.44418622311559119,1,0.19713135772156287
434,2000,RS,-0.64489907254033851,-0.4727252462241418,0,0.17217382631619671
434,5000,PI,-0.54502123861348872,-0.42214026394756832,1,0.12288097466592041
434,5000,Boot,-0.53435038104832666,-0.41965642187322166,1,0.114693959175105
434,5000,RS,-0.57494873041261119,-0.39221277214844585,1,0.18273595826416533
434,10000,PI,-0.51915721564138095,-0.43393060553196955,1,0.085226610109411405
434,10000,Boot,-0.51495874771060035,-0.43313408251894842,1,0.081824665191651935
434,10000,RS,-0.51475433932941816,-0.43833348184393239,1,0.076420857485485771
435,500,PI,-0.73383974154795395,-0.27988848953920742,1,0.45395125200874653
435,500,Boot,-0.68339460116190531,-0.2980434033989664,1,0.38535119776293891
435,500,RS,-0.6652803431723211,-0.34844788791484027,1,0.31683245525748083
435,1000,PI,-0.57544642991941986,-0.29445507490303269,1,0.28099135501638717
435,1000,Boot,-0.58445115678453818,-0.27864734422693538,1,0.30580381255760281
435,1000,RS,-0.60750501099551757,-0.26239649382693492,1,0.34510851716858265
435,2000,PI,-0.53919727344645951,-0.34736689342199123,1,0.19183038002446828
435,2000,Boot,-0.55344631438291603,-0.34304337286057052,1,0.21040294152234551
435,2000,RS,-0.49497210569212274,-0.391592061176328,1,0.10338004451579474
435,5000,PI,-0.52008602602437171,-0.4005468439070709,1,0.1195391821173008
435,5000,Boot,-0.51952921946331165,-0.39922210058983149,1,0.12030711887348017
435,5000,RS,-0.50245282750141906,-0.41818004243002366,1,0.084272785071395406
435,10000,PI,-0.51395040048910956,-0.43012549524161897,1,0.083824905247490589
435,10000,Boot,-0.51756759665514895,-0.42913132102463858,1,0.088436275630510375
435,10000,RS,-0.51668982766292681,-0.42738606806780166,1,0.089303759595125154
436,500,PI,-0.71378030226235556,-0.24184259883044168,1,0.47193770343191388
436,500,Boot,-0.67458852822649362,-0.26531772054931474,1,0.40927080767717888
436,500,RS,-0.61207829447759121,-0.34354460661520603,1,0.26853368786238518
436,1000,PI,-0.55746664697592763,-0.27483506817211134,1,0.28263157880381629
436,1000,Boot,-0.53447273122007777,-0.27675899286130756,1,0.25771373835877021
436,1000,RS,-0.50809760876169008,-0.32420410638634883,1,0.18389350237534124
436,2000,PI,-0.53067132732831968,-0.33156666547704716,1,0.19910466185127251
436,2000,Boot,-0.51935902968850856,-0.32109365199308537,1,0.19826537769542318
436,2000,RS,-0.46577460213609906,-0.39646339066926778,1,0.06931121146683128
436,5000,PI,-0.49851723242537749,-0.37610515598738881,1,0.12241207643798868
436,5000,Boot,-0.49010136044063896,-0.37481673243701913,1,0.11528462800361983
436,5000,RS,-0.48440653200231143,-0.39021585641045486,1,0.094190675591856565
436,10000,PI,-0.47502722288533172,-0.39020786214033254,1,0.084819360744999184
436,10000,Boot,-0.46776103188576235,-0.38631561153795041,1,0.081445420347811937
436,10000,RS,-0.45789110875402289,-0.40734397627164137,1,0.050547132482381518
437,500,PI,-0.84309468489077721,-0.32329116687076015,1,0.51980351802001712
437,500,Boot,-0.78531766856055019,-0.35238890631554581,1,0.43292876224500437
437,500,RS,-0.69446431500531258,-0.47192153675622478,0,0.2225427782490878
437,1000,PI,-0.69063360659625395,-0.36933340644446749,1,0.32130020015178645
437,1000,Boot,-0.65148491777184037,-0.33445819999421023,1,0.31702671777763014
437,1000,RS,-0.62477678446669349,-0.435190228574028,1,0.18958655589266549
437,2000,PI,-0.57675275939890058,-0.37239036271831255,1,0.20436239668058803
437,2000,Boot,-0.56125982671223595,-0.35350801816271049,1,0.20775180854952546
437,2000,RS,-0.58465596037652101,-0.36448716174069218,1,0.22016879863582883
437,5000,PI,-0.50715998877634261,-0.38752182887331654,1,0.11963815990302606
437,5000,Boot,-0.49449457247914735,-0.37630212593752022,1,0.11819244654162714
437,5000,RS,-0.49897342528009003,-0.39570839236956912,1,0.10326503291052092
437,10000,PI,-0.49263163746245131,-0.40914690147385502,1,0.083484735988596293
437,10000,Boot,-0.48512673631458064,-0.40169723861908652,1,0.083429497695494126
437,10000,RS,-0.48131242288243475,-0.42046611605387157,1,0.060846306828563179
438,500,PI,-0.72256647273214503,-0.27289468832513081,1,0.44967178440701422
438,500,Boot,-0.67100451280639839,-0.28162664056352549,1,0.3893778722428729
438,500,RS,-0.6540229501118523,-0.34143821094542359,1,0.3125847391664287
438,1000,PI,-0.63234165561160904,-0.33195386857841414,1,0.30038778703319491
438,1000,Boot,-0.59945705786894732,-0.33555801836765842,1,0.2638990395012889
438,1000,RS,-0.54164646585374288,-0.42264905833628036,1,0.11899740751746252
438,2000,PI,-0.5640365847423674,-0.36582389118439917,1,0.19821269355796822
438,2000,Boot,-0.54864277713512677,-0.36003799932143343,1,0.18860477781369334
438,2000,RS,-0.5483891870952291,-0.38147128883153752,1,0.16691789826369158
438,5000,PI,-0.51591124740741789,-0.39670557628629843,1,0.11920567112111946
438,5000,Boot,-0.5082111081521169,-0.39192437845882799,1,0.1162867296932889
438,5000,RS,-0.49642689994110945,-0.41618992375260688,1,0.080236976188502562
438,10000,PI,-0.49538620322077259,-0.41169078896878691,1,0.083695414251985678
438,10000,Boot,-0.49543331358163806,-0.4058679317717277,1,0.08956538180991036
438,10000,RS,-0.47695412738941545,-0.43012286480014406,1,0.046831262589271394
439,500,PI,-0.70817566075289529,-0.21623032490944083,1,0.49194533584345446
439,500,Boot,-0.69121582656849068,-0.24043581263506714,1,0.45078001393342354
439,500,RS,-0.62739907133605599,-0.29700691432628012,1,0.33039215700977587
439,1000,PI,-0.5446685833806304,-0.24661015601925235,1,0.29805842736137805
439,1000,Boot,-0.53790868649410217,-0.24819512199492785,1,0.28971356449917429
439,1000,RS,-0.49013389194364188,-0.30114484745624093,1,0.18898904448740095
439,2000,PI,-0.55722778063886103,-0.36469682553221089,1,0.19253095510665014
439,2000,Boot,-0.55133298521566676,-0.3543705191000362,1,0.19696246611563056
439,2000,RS,-0.59383407506591557,-0.3280905311051564,1,0.26574354396075917
439,5000,PI,-0.48051860074779967,-0.36287799900536938,1,0.1176406017424303
439,5000,Boot,-0.46868729314812935,-0.35576130104855286,1,0.11292599209957649
